scope,anchor,outcome,outcome_label,family,modifier,modifier_label,modifier_type,paper_role,subset,fe,controls,term,b,se,p,N,clusters,mean_y,status,abs_t,expected,direction_ok
adjacent,completed_t,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,nonfarm_orientation_top,Top tercile baseline nonfarm orientation,binary_top,exit-side nonfarm orientation check,all,provyear,none,top-minus-rest differential,0.022168229643424034,0.0579279633713585,0.7019524802115031,2818,134,0.11504208856898865,ok,0.3826861562749976,1.0,1.0
adjacent,completed_t,rb_nonfarm_any,Any broad nonfarm work,nonfarm,nonfarm_orientation_top,Top tercile baseline nonfarm orientation,binary_top,exit-side nonfarm orientation check,all,provyear,none,top-minus-rest differential,0.015100292313822032,0.04975167955596319,0.76149877651675,2968,137,0.794969150450878,ok,0.30351321701283396,1.0,1.0
adjacent,completed_t,ib_nonfarm_curr_shr,Current nonfarm worker share,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,none,bottom-minus-rest differential,0.030290052887710684,0.10764930764513224,0.7784211598815485,2766,137,0.33371413420972895,ok,0.2813771268047757,1.0,1.0
adjacent,completed_t,ib_nonfarm_curr_shr,Current nonfarm worker share,nonfarm,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,none,top-minus-rest differential,-0.01920301170046801,0.07210360216610469,0.789988708898373,2762,136,0.33371413420972895,ok,0.26632527534796574,-1.0,1.0
adjacent,completed_t,rb_nonfarm_n,Broad nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,none,bottom-minus-rest differential,0.04372665706898177,0.17351338343717368,0.8010353420137394,2880,136,1.8082581869957286,ok,0.2520074025575927,1.0,1.0
adjacent,completed_t,rb_nonfarm_any,Any broad nonfarm work,nonfarm,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,none,top-minus-bottom differential,-0.013907614280127273,0.06004203285071695,0.816824392667783,1940,130,0.7888372093023256,ok,0.23163130260272666,-1.0,1.0
adjacent,completed_t,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,none,top-minus-rest differential,-0.009360545316823753,0.04244619390622562,0.8254604990384338,2740,135,0.11504208856898865,ok,0.22052731836224385,-1.0,1.0
adjacent,completed_t,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,none,bottom-minus-rest differential,0.017125127316507012,0.0870764911449971,0.8440876412881035,2880,136,0.12482202183198861,ok,0.19666763200173942,1.0,1.0
adjacent,completed_t,rb_nonfarm_n,Broad nonfarm workers,nonfarm,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,none,top-minus-bottom differential,-0.04248511969682674,0.24116246896111795,0.8601619277453357,1940,130,1.8446511627906976,ok,0.17616804090555446,-1.0,1.0
adjacent,completed_t,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,heterogeneity slope,-0.005030076369995054,0.04381883254162801,0.9086095389822653,2822,136,0.11504208856898865,ok,0.11479256927295971,-1.0,1.0
adjacent,completed_t,ib_nonfarm_curr_shr,Current nonfarm worker share,nonfarm,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,stackyear,none,heterogeneity slope,-0.0033274693324874707,0.03252374120500164,0.9185114632350952,2766,137,0.33371413420972895,ok,0.10230893523331068,-1.0,1.0
adjacent,completed_t,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,none,bottom-minus-rest differential,0.008769645591812626,0.0869353859770097,0.9196493371246967,2734,133,0.11504208856898865,ok,0.10087544321861966,1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,none,bottom-minus-rest differential,-2.2065429313403144,0.9795308974378408,0.024281054812345954,2850,137,6.3600797353934455,ok,2.252652710712821,-1.0,1.0
adjacent,completed_t,asinh_rb_farm_cost_w99,asinh farm cost,farm-exit,nonfarm_orientation_top,Top tercile baseline nonfarm orientation,binary_top,exit-side nonfarm orientation check,all,stackyear,none,top-minus-rest differential,-0.6461712468087487,0.3880606285879555,0.09588689856951792,1998,121,8.054264442624712,ok,1.665129619461747,-1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,heterogeneity slope,0.8950316344798084,0.5395990706915358,0.0971767615858545,2916,138,6.3600797353934455,ok,1.6586975091205396,1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,none,heterogeneity slope,1.0082254499084213,0.6353478183128128,0.11253814827338461,2912,137,6.3600797353934455,ok,1.5868874037937164,1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,none,top-minus-bottom differential,1.6127885599940388,1.0307778046694351,0.11766907961997297,1920,131,6.038519886517698,ok,1.5646326033487414,1.0,1.0
adjacent,completed_t,asinh_rb_farm_cost_w99,asinh farm cost,farm-exit,nonfarm_orientation_top,Top tercile baseline nonfarm orientation,binary_top,exit-side nonfarm orientation check,all,provyear,none,top-minus-rest differential,-0.520228829901555,0.3801085241747123,0.17111422058382242,1988,120,8.054264442624712,ok,1.368632368955867,-1.0,1.0
adjacent,completed_t,rb_farm_any,Any own-farm production,farm-exit,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,none,top-minus-bottom differential,0.21470309352213152,0.161102898426742,0.18262770403672401,1932,129,0.753343701399689,ok,1.3327078259846643,1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,stackyear,none,heterogeneity slope,0.4585654243585429,0.4045274810598262,0.2569695604122666,2850,137,6.3600797353934455,ok,1.1335828734234372,1.0,1.0
adjacent,completed_t,rb_farm_any,Any own-farm production,farm-exit,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,none,top-minus-rest differential,0.08469832112282455,0.0749865382314455,0.25868119987773197,2866,135,0.7550898203592814,ok,1.1295136849950813,1.0,1.0
adjacent,completed_t,rb_farm_any,Any own-farm production,farm-exit,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,none,top-minus-rest differential,0.06426873618644907,0.05820395359970659,0.26950690662416676,2954,137,0.7550898203592814,ok,1.1041988080131562,1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,nonfarm_orientation_top,Top tercile baseline nonfarm orientation,binary_top,exit-side nonfarm orientation check,all,provyear,none,top-minus-rest differential,-0.6820977659657594,0.6470068805164648,0.2917750089718194,2912,137,6.3600797353934455,ok,1.054235722224907,-1.0,1.0
adjacent,completed_t,rb_farm_any,Any own-farm production,farm-exit,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,none,top-minus-rest differential,0.06371927079081677,0.06206844734738234,0.30461035112995927,2870,136,0.7550898203592814,ok,1.0265968219600399,1.0,1.0
adjacent,completed_t,rb_farm_any,Any own-farm production,farm-exit,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,none,top-minus-rest differential,0.058912089314824,0.05886761442671065,0.31694502487993637,2950,136,0.7550898203592814,ok,1.000755506886876,1.0,1.0
adjacent,completed_t,asinh_rb_farm_cost_w99,asinh farm cost,farm-exit,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,none,heterogeneity slope,0.22990068744148157,0.2355483280439962,0.3290528528557405,1988,120,8.054264442624712,ok,0.9760234315844528,1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,none,top-minus-rest differential,0.7195949012162576,0.759885400053896,0.34364989237170873,2850,137,6.3600797353934455,ok,0.9469781906129782,1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,nonfarm_orientation_top,Top tercile baseline nonfarm orientation,binary_top,exit-side nonfarm orientation check,all,stackyear,none,top-minus-rest differential,-0.530077023326159,0.6164836692574556,0.38987751008908733,2916,138,6.3600797353934455,ok,0.8598395217259008,-1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,none,bottom-minus-rest differential,-1.3175026920070494,1.638155323350322,0.421246871765648,2846,136,6.3600797353934455,ok,0.8042599338581152,-1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,none,top-minus-rest differential,0.6188353661944143,0.77872810314706,0.42680286920826793,2916,138,6.3600797353934455,ok,0.7946745002440851,1.0,1.0
adjacent,completed_t,rb_farm_any,Any own-farm production,farm-exit,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,none,heterogeneity slope,0.027692698414602174,0.03588315681713119,0.4402646214744542,2866,135,0.7550898203592814,ok,0.7717464367956958,1.0,1.0
adjacent,completed_t,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,none,top-minus-rest differential,0.695802453554774,0.9039428989093029,0.44145318794558874,2912,137,6.3600797353934455,ok,0.7697416002651594,1.0,1.0
adjacent,completed_t,rb_farm_any,Any own-farm production,farm-exit,nonfarm_orientation_top,Top tercile baseline nonfarm orientation,binary_top,exit-side nonfarm orientation check,all,stackyear,none,top-minus-rest differential,-0.03640790590324712,0.05799708139289963,0.5301650358826909,2956,137,0.7550898203592814,ok,0.6277541046695568,-1.0,1.0
adjacent,completed_t,asinh_rb_farm_cost_w99,asinh farm cost,farm-exit,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,none,top-minus-rest differential,0.2813746149383425,0.4619439638379401,0.5424516342442068,1988,120,8.054264442624712,ok,0.6091098422428023,1.0,1.0
adjacent,completed_t,rb_farm_any,Any own-farm production,farm-exit,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,stackyear,none,heterogeneity slope,0.018393019599001775,0.030501326617020517,0.5464929934553739,2870,136,0.7550898203592814,ok,0.6030235940209238,1.0,1.0
